respondent_id,age_group,gender,city_tier,occupation,monthly_income,discovery_channel_1,discovery_channel_2,social_media_hours,dietary_preference,cuisine_north_indian,cuisine_south_indian,cuisine_bengali,cuisine_rajasthani_gujarati,cuisine_continental_italian,cuisine_chinese_pan-asian,cuisine_street_food_chaat,cuisine_mediterranean,flavour_spicy_and_bold,flavour_mild_and_comforting,flavour_sweet_and_indulgent,flavour_tangy_and_zesty,flavour_savoury_and_umami,flavour_herbal_and_earthy,health_weight_management,health_high_protein,health_low_sugar_diabetic,health_gut_health,health_energy_&_stamina,health_gluten-free,health_no_specific_goal,interest_healthy_meal_bowls,interest_functional_beverages,interest_millet_superfood_snacks,interest_breakfast_boxes,interest_office_fuel_packs,addon_protein_boost,addon_extra_dressing_chutney,addon_side_salad_raita,addon_dessert_sweet_bite,addon_energy_drink_smoothie,addon_none,meals_ordered_per_day,occasion_breakfast,occasion_midmorning_snack,occasion_lunch,occasion_evening_snack,occasion_dinner,occasion_late_night,ordering_channel_1,ordering_channel_2,biggest_frustration,monthly_food_spend,max_wtp_meal_bowl,mood_food_sensitivity,brand_yoga_bar,brand_the_whole_truth,brand_sleepy_owl,brand_epigamia,brand_raw_pressery,brand_id_fresh_mtr,brand_slurrp_farm,brand_none_of_these,clean_label_importance,eco_packaging_willingness,combo_movie_night,combo_wfh_lunch,combo_post_gym,differentiator_1,differentiator_2,subscription_interest,expected_order_frequency,likelihood_to_try_moodmeal
MM0221,35-44,Female,Metro,Business owner,Above 2L,Instagram/YouTube,Influencer reviews,2-4 hours,Vegetarian,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,Brand's own app,Quick commerce,Poor delivery,Above 10K,150-250,4,0,1,0,0,0,0,0,0,1,Don't care,Comfort bowl + dessert,Office fuel + smoothie,Millet bar + smoothie,Affordable pricing,Mood-based packaging,Yes - monthly,Few times/month,Probably yes
MM0222,25-34,Male,Tier 2,Freelancer,25K-50K,Instagram/YouTube,Google search,More than 4 hours,Vegan,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,Delivery apps,Quick commerce,No healthy options nearby,3K-6K,Below 150,4,1,1,0,0,0,0,0,0,5,Yes if same quality,Snack box + functional soda,Breakfast box (brunch),Protein bowl + energy drink,Personalised recommendations,Affordable pricing,Yes - weekly,Daily,Definitely yes
MM0223,18-24,Male,Tier 3,Student,Below 25K,Instagram/YouTube,Delivery app suggestions,2-4 hours,Non-vegetarian,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,Offline retail,Brand's own app,Too unhealthy,6K-10K,Below 150,5,0,0,0,1,0,0,0,0,2,No - price matters,Snack box + functional soda,Meal bowl + green tea,Protein bowl + energy drink,Personalised recommendations,Variety & regional flavours,Yes - monthly,Few times/month,Probably yes
MM0224,25-34,Male,Tier 3,Working professional,1L-2L,In-store browsing,Delivery app suggestions,2-4 hours,Eggetarian,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,Brand's own app,Delivery apps,Too unhealthy,3K-6K,250-400,3,0,0,1,0,0,1,0,0,4,Yes if same quality,Snack box + functional soda,Breakfast box (brunch),Nothing - own routine,Mood-based packaging,Personalised recommendations,Maybe - depends on price,Few times/month,Probably yes
MM0225,25-34,Male,Tier 2,Working professional,50K-1L,Google search,Influencer reviews,2-4 hours,Non-vegetarian,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,Offline retail,Brand's own app,Too unhealthy,Below 1K,250-400,4,0,0,1,0,0,1,0,0,5,Yes if same quality,Snack box + functional soda,Breakfast box (brunch),Millet bar + smoothie,Mood-based packaging,Affordable pricing,No - on demand,3-5 times/week,Probably yes
MM0226,18-24,Male,Tier 2,Working professional,50K-1L,In-store browsing,Instagram/YouTube,2-4 hours,Non-vegetarian,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,1,0,0,0,0,0,Quick commerce,Offline retail,No healthy options nearby,3K-6K,250-400,4,0,0,0,0,0,0,0,1,2,Yes if same quality,Nothing,Breakfast box (brunch),Millet bar + smoothie,Personalised recommendations,Affordable pricing,Maybe - depends on price,3-5 times/week,Probably yes
MM0227,55+,Male,Metro,Freelancer,25K-50K,Instagram/YouTube,Google search,1-2 hours,Vegetarian,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,Offline retail,Subscription box,Too expensive,3K-6K,150-250,3,0,0,1,0,0,1,0,0,5,Don't care,Snack box + functional soda,Meal bowl + green tea,Protein bowl + energy drink,Affordable pricing,Personalised recommendations,Yes - weekly,3-5 times/week,Probably yes
MM0228,25-34,Female,Tier 2,Retired,Below 25K,Instagram/YouTube,Delivery app suggestions,Less than 1 hour,Vegetarian,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,Quick commerce,Subscription box,No healthy options nearby,1K-3K,Above 600,4,0,1,0,0,0,0,1,0,3,No - price matters,Nothing,Meal bowl + green tea,Protein bowl + energy drink,Affordable pricing,Fast delivery,Maybe - depends on price,Few times/month,Probably yes
MM0229,45-54,Male,Tier 2,Business owner,1L-2L,In-store browsing,Google search,Less than 1 hour,Non-vegetarian,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,Subscription box,Delivery apps,Boring/no variety,3K-6K,250-400,3,1,0,1,0,0,1,0,0,3,No - price matters,Millet chips + cold brew,Breakfast box (brunch),Protein bowl + energy drink,Healthy ingredients,Fast delivery,Yes - monthly,Few times/month,Neutral
MM0230,35-44,Male,Metro,Working professional,1L-2L,Instagram/YouTube,Google search,Less than 1 hour,Flexitarian,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,2,0,0,0,1,0,0,Quick commerce,Brand's own app,No personalisation,3K-6K,250-400,1,1,0,1,0,1,0,0,0,3,Don't care,Millet chips + cold brew,Nothing - cook at home,Breakfast box + cold coffee,Healthy ingredients,Mood-based packaging,Yes - weekly,1-2 times/week,Definitely yes
MM0231,35-44,Female,Tier 2,Homemaker,Below 25K,Instagram/YouTube,Delivery app suggestions,Less than 1 hour,Eggetarian,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,Brand's own app,Delivery apps,No healthy options nearby,1K-3K,150-250,5,0,1,0,0,1,1,0,0,4,Yes if same quality,Comfort bowl + dessert,Meal bowl + green tea,Breakfast box + cold coffee,Affordable pricing,Fast delivery,No - on demand,Few times/month,Probably yes
MM0232,25-34,Male,Tier 2,Business owner,1L-2L,Instagram/YouTube,Google search,2-4 hours,Vegetarian,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0,1,0,1,0,0,Quick commerce,Brand's own app,Too expensive,3K-6K,Above 600,3,1,1,1,0,0,0,0,0,3,No - price matters,Nothing,Nothing - cook at home,Protein bowl + energy drink,Affordable pricing,Personalised recommendations,Maybe - depends on price,Few times/month,Probably yes
MM0233,25-34,Female,Metro,Working professional,1L-2L,Instagram/YouTube,Friend/family,1-2 hours,Vegan,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,2,0,0,1,1,0,0,Delivery apps,Subscription box,Poor delivery,Above 10K,150-250,3,1,0,0,0,0,0,0,0,5,No - price matters,Snack box + functional soda,Office fuel + smoothie,Protein bowl + energy drink,Fast delivery,Variety & regional flavours,Yes - weekly,1-2 times/week,Definitely yes
MM0234,25-34,Female,Tier 3,Working professional,50K-1L,Friend/family,Instagram/YouTube,More than 4 hours,Non-vegetarian,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,Brand's own app,Delivery apps,No personalisation,3K-6K,150-250,4,0,0,0,0,0,0,0,1,4,No - price matters,Snack box + functional soda,Breakfast box (brunch),Nothing - own routine,Personalised recommendations,Healthy ingredients,No - on demand,Rarely/unsure,Probably no
MM0235,18-24,Female,Metro,Student,Below 25K,Influencer reviews,Friend/family,More than 4 hours,Non-vegetarian,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,3+,0,0,1,1,0,0,Offline retail,Brand's own app,Too unhealthy,1K-3K,150-250,4,0,0,1,0,1,1,0,0,5,Yes definitely,Millet chips + cold brew,Meal bowl + green tea,Breakfast box + cold coffee,Healthy ingredients,Fast delivery,Yes - monthly,Few times/month,Definitely yes
MM0236,35-44,Female,Metro,Business owner,1L-2L,Instagram/YouTube,In-store browsing,More than 4 hours,Vegetarian,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,Delivery apps,Offline retail,Too expensive,6K-10K,Above 600,4,0,0,1,0,0,0,0,0,2,Don't care,Comfort bowl + dessert,Breakfast box (brunch),Breakfast box + cold coffee,Variety & regional flavours,Healthy ingredients,Yes - monthly,1-2 times/week,Probably yes
MM0237,25-34,Female,Metro,Freelancer,50K-1L,Instagram/YouTube,Influencer reviews,More than 4 hours,Vegetarian,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,2,1,0,1,1,0,0,Subscription box,Quick commerce,No personalisation,6K-10K,250-400,4,0,0,1,0,0,0,0,0,4,Yes definitely,Comfort bowl + dessert,Meal bowl + green tea,Millet bar + smoothie,Affordable pricing,Variety & regional flavours,Maybe - depends on price,Rarely/unsure,Definitely yes
MM0238,18-24,Male,Tier 3,Working professional,50K-1L,In-store browsing,Instagram/YouTube,2-4 hours,Eggetarian,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,Delivery apps,Brand's own app,No healthy options nearby,3K-6K,400-600,4,0,0,0,0,0,0,0,1,3,Yes if same quality,Millet chips + cold brew,Nothing - cook at home,Millet bar + smoothie,Mood-based packaging,Affordable pricing,Maybe - depends on price,1-2 times/week,Neutral
MM0239,35-44,Male,Tier 2,Business owner,1L-2L,Instagram/YouTube,Influencer reviews,1-2 hours,Eggetarian,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,Subscription box,Delivery apps,No healthy options nearby,Above 10K,250-400,3,0,0,1,0,0,1,0,0,3,No - price matters,Nothing,Nothing - cook at home,Protein bowl + energy drink,Affordable pricing,Healthy ingredients,No - on demand,1-2 times/week,Probably yes
MM0240,18-24,Male,Metro,Homemaker,25K-50K,Friend/family,In-store browsing,1-2 hours,Non-vegetarian,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,Quick commerce,Offline retail,No healthy options nearby,1K-3K,Above 600,2,0,1,0,0,1,1,0,0,5,Yes if same quality,Millet chips + cold brew,Nothing - cook at home,Nothing - own routine,Affordable pricing,Mood-based packaging,Maybe - depends on price,Rarely/unsure,Probably yes
MM0241,55+,Female,Tier 2,Retired,1L-2L,Instagram/YouTube,Google search,2-4 hours,Vegetarian,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,2,1,0,1,0,1,0,Delivery apps,Offline retail,Poor delivery,6K-10K,150-250,5,0,0,0,0,1,0,0,0,5,Yes definitely,Millet chips + cold brew,Nothing - cook at home,Millet bar + smoothie,Variety & regional flavours,Healthy ingredients,Yes - weekly,Rarely/unsure,Probably yes
MM0242,55+,Male,Metro,Working professional,1L-2L,Instagram/YouTube,In-store browsing,2-4 hours,Eggetarian,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,Brand's own app,Quick commerce,Too unhealthy,3K-6K,150-250,3,1,0,0,0,0,0,0,0,3,Don't care,Comfort bowl + dessert,Nothing - cook at home,Millet bar + smoothie,Personalised recommendations,Affordable pricing,Maybe - depends on price,1-2 times/week,Probably yes
MM0243,45-54,Female,Tier 3,Homemaker,Below 25K,Instagram/YouTube,Google search,2-4 hours,Vegan,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,3+,1,0,1,0,1,0,Offline retail,Subscription box,Boring/no variety,1K-3K,250-400,2,0,0,1,0,0,1,0,0,5,Yes definitely,Snack box + functional soda,Breakfast box (brunch),Protein bowl + energy drink,Affordable pricing,Mood-based packaging,No - on demand,Daily,Neutral
MM0244,25-34,Prefer not to say,Tier 2,Freelancer,50K-1L,Delivery app suggestions,Influencer reviews,2-4 hours,Eggetarian,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,2,1,0,0,0,0,0,Delivery apps,Quick commerce,Too expensive,3K-6K,400-600,4,0,0,0,1,0,1,0,0,5,Yes definitely,Comfort bowl + dessert,Meal bowl + green tea,Millet bar + smoothie,Healthy ingredients,Affordable pricing,Maybe - depends on price,1-2 times/week,Definitely yes
MM0245,18-24,Female,Metro,Freelancer,25K-50K,Delivery app suggestions,Friend/family,More than 4 hours,Eggetarian,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,3+,1,0,1,0,0,1,Delivery apps,Brand's own app,Too unhealthy,1K-3K,Below 150,5,0,0,0,0,0,0,1,0,3,Yes definitely,Snack box + functional soda,Office fuel + smoothie,Protein bowl + energy drink,Mood-based packaging,Affordable pricing,Yes - monthly,Rarely/unsure,Definitely yes
MM0246,45-54,Male,Rural,Homemaker,50K-1L,Instagram/YouTube,Friend/family,Less than 1 hour,Vegetarian,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,Offline retail,Delivery apps,No healthy options nearby,Above 10K,150-250,2,0,0,0,0,0,1,0,0,4,No - price matters,Millet chips + cold brew,Meal bowl + green tea,Protein bowl + energy drink,Healthy ingredients,Mood-based packaging,Maybe - depends on price,Rarely/unsure,Neutral
MM0247,25-34,Male,Metro,Working professional,50K-1L,Friend/family,Influencer reviews,Less than 1 hour,Non-vegetarian,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,Delivery apps,Quick commerce,Poor delivery,1K-3K,Below 150,3,1,0,0,1,1,0,0,0,5,Don't care,Millet chips + cold brew,Meal bowl + green tea,Protein bowl + energy drink,Fast delivery,Personalised recommendations,Maybe - depends on price,Few times/month,Definitely yes
MM0248,55+,Female,Metro,Retired,50K-1L,Instagram/YouTube,In-store browsing,1-2 hours,Vegetarian,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,Delivery apps,Quick commerce,No personalisation,6K-10K,150-250,3,0,1,1,0,1,0,0,0,5,Don't care,Comfort bowl + dessert,Meal bowl + green tea,Millet bar + smoothie,Healthy ingredients,Fast delivery,Maybe - depends on price,1-2 times/week,Neutral
MM0249,55+,Female,Tier 2,Retired,Above 2L,Friend/family,Instagram/YouTube,Less than 1 hour,Eggetarian,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2,1,1,0,1,0,1,Delivery apps,Subscription box,Too unhealthy,Above 10K,250-400,2,0,0,0,0,0,0,0,1,5,No - price matters,Comfort bowl + dessert,Meal bowl + green tea,Millet bar + smoothie,Healthy ingredients,Fast delivery,Yes - weekly,Rarely/unsure,Neutral
MM0250,45-54,Male,Rural,Working professional,50K-1L,Instagram/YouTube,Delivery app suggestions,More than 4 hours,Vegetarian,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,Delivery apps,Offline retail,No healthy options nearby,Below 1K,Above 600,4,1,0,1,0,0,1,0,0,1,No - price matters,Nothing,Meal bowl + green tea,Protein bowl + energy drink,Fast delivery,Personalised recommendations,Maybe - depends on price,Rarely/unsure,Probably no
MM0251,25-34,Male,Metro,Working professional,Above 2L,Friend/family,Google search,Less than 1 hour,Flexitarian,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,3+,0,0,1,0,0,1,Delivery apps,Subscription box,Too unhealthy,Above 10K,400-600,4,0,0,1,0,0,0,0,0,5,No - price matters,Millet chips + cold brew,Nothing - cook at home,Protein bowl + energy drink,Fast delivery,Mood-based packaging,Maybe - depends on price,Few times/month,Definitely yes
MM0252,25-34,Female,Metro,Working professional,Above 2L,Influencer reviews,In-store browsing,More than 4 hours,Non-vegetarian,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,Delivery apps,Subscription box,Poor delivery,6K-10K,Above 600,2,0,0,0,0,0,1,0,0,4,No - price matters,Nothing,Meal bowl + green tea,Nothing - own routine,Personalised recommendations,Affordable pricing,No - on demand,Few times/month,Probably yes
MM0253,45-54,Female,Metro,Freelancer,Below 25K,Friend/family,Influencer reviews,1-2 hours,Eggetarian,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,3+,0,0,1,1,0,0,Offline retail,Delivery apps,Too unhealthy,Below 1K,250-400,5,0,0,1,0,0,1,0,0,3,No - price matters,Comfort bowl + dessert,Office fuel + smoothie,Millet bar + smoothie,Healthy ingredients,Personalised recommendations,Yes - monthly,1-2 times/week,Probably yes
MM0254,25-34,Female,Tier 2,Student,25K-50K,Influencer reviews,Friend/family,More than 4 hours,Vegetarian,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,Subscription box,Delivery apps,Boring/no variety,1K-3K,150-250,4,0,1,0,0,0,1,0,0,5,Yes if same quality,Nothing,Breakfast box (brunch),Breakfast box + cold coffee,Personalised recommendations,Fast delivery,Yes - weekly,Few times/month,Definitely yes
MM0255,18-24,Female,Metro,Student,25K-50K,Instagram/YouTube,Friend/family,More than 4 hours,Non-vegetarian,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,Delivery apps,Offline retail,Too unhealthy,6K-10K,250-400,5,0,0,1,0,1,0,0,0,5,Yes definitely,Snack box + functional soda,Meal bowl + green tea,Nothing - own routine,Affordable pricing,Personalised recommendations,No - on demand,1-2 times/week,Definitely no
MM0256,25-34,Female,Tier 2,Working professional,1L-2L,Google search,Influencer reviews,More than 4 hours,Non-vegetarian,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,3+,0,1,1,0,1,0,Delivery apps,Subscription box,Too expensive,Below 1K,250-400,4,0,1,1,0,0,0,0,0,3,Yes if same quality,Millet chips + cold brew,Meal bowl + green tea,Millet bar + smoothie,Personalised recommendations,Variety & regional flavours,Yes - weekly,Daily,Definitely yes
MM0257,45-54,Male,Rural,Homemaker,Below 25K,In-store browsing,Influencer reviews,Less than 1 hour,Vegetarian,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,2,0,0,1,1,1,0,Subscription box,Offline retail,No healthy options nearby,1K-3K,Below 150,3,1,0,0,1,0,1,0,0,4,Yes definitely,Millet chips + cold brew,Nothing - cook at home,Protein bowl + energy drink,Personalised recommendations,Healthy ingredients,Yes - weekly,Rarely/unsure,Neutral
MM0258,35-44,Male,Tier 2,Homemaker,Above 2L,Google search,Influencer reviews,More than 4 hours,Flexitarian,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,2,1,0,1,1,0,0,Brand's own app,Quick commerce,No healthy options nearby,6K-10K,400-600,3,0,0,0,0,1,0,0,0,4,Don't care,Snack box + functional soda,Nothing - cook at home,Breakfast box + cold coffee,Mood-based packaging,Variety & regional flavours,Yes - monthly,Rarely/unsure,Probably yes
MM0259,25-34,Male,Metro,Homemaker,50K-1L,Friend/family,Delivery app suggestions,1-2 hours,Non-vegetarian,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,Quick commerce,Subscription box,No personalisation,6K-10K,250-400,4,1,0,0,0,1,0,0,0,3,No - price matters,Comfort bowl + dessert,Breakfast box (brunch),Nothing - own routine,Variety & regional flavours,Affordable pricing,No - on demand,Few times/month,Definitely yes
MM0260,18-24,Male,Metro,Student,50K-1L,In-store browsing,Instagram/YouTube,1-2 hours,Non-vegetarian,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,3+,0,1,0,0,0,1,Delivery apps,Brand's own app,Too expensive,Below 1K,400-600,3,0,1,0,0,0,0,0,0,4,Yes definitely,Snack box + functional soda,Breakfast box (brunch),Protein bowl + energy drink,Healthy ingredients,Affordable pricing,Yes - monthly,1-2 times/week,Probably yes
MM0261,35-44,Female,Metro,Working professional,25K-50K,Instagram/YouTube,Google search,1-2 hours,Eggetarian,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,1,0,0,0,1,Subscription box,Offline retail,Boring/no variety,3K-6K,Above 600,5,0,0,0,0,0,0,0,1,5,Yes if same quality,Nothing,Office fuel + smoothie,Protein bowl + energy drink,Affordable pricing,Mood-based packaging,Yes - monthly,3-5 times/week,Probably yes
MM0262,55+,Female,Tier 3,Retired,25K-50K,In-store browsing,Influencer reviews,2-4 hours,Eggetarian,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2,1,1,0,1,0,0,Subscription box,Brand's own app,Too unhealthy,3K-6K,150-250,2,0,0,0,1,1,1,0,0,4,Don't care,Comfort bowl + dessert,Breakfast box (brunch),Millet bar + smoothie,Healthy ingredients,Personalised recommendations,Maybe - depends on price,3-5 times/week,Neutral
MM0263,18-24,Female,Metro,Student,50K-1L,Influencer reviews,Google search,2-4 hours,Non-vegetarian,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,2,1,1,0,1,0,1,Delivery apps,Offline retail,Poor delivery,3K-6K,250-400,4,0,0,1,0,0,0,0,0,5,No - price matters,Comfort bowl + dessert,Office fuel + smoothie,Protein bowl + energy drink,Variety & regional flavours,Affordable pricing,Yes - monthly,Few times/month,Probably yes
MM0264,25-34,Male,Metro,Retired,Below 25K,Friend/family,Google search,More than 4 hours,Flexitarian,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,Quick commerce,Offline retail,Too expensive,6K-10K,Below 150,2,1,0,0,0,0,0,0,0,4,Yes if same quality,Millet chips + cold brew,Breakfast box (brunch),Protein bowl + energy drink,Variety & regional flavours,Fast delivery,Maybe - depends on price,1-2 times/week,Probably yes
MM0265,45-54,Female,Tier 2,Retired,1L-2L,Friend/family,Delivery app suggestions,1-2 hours,Vegetarian,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,2,1,0,1,1,0,0,Delivery apps,Subscription box,Too unhealthy,Above 10K,400-600,5,0,1,0,0,1,0,0,0,2,Yes definitely,Comfort bowl + dessert,Meal bowl + green tea,Protein bowl + energy drink,Affordable pricing,Variety & regional flavours,Maybe - depends on price,Rarely/unsure,Probably yes
MM0266,35-44,Female,Metro,Freelancer,Below 25K,In-store browsing,Google search,1-2 hours,Vegetarian,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,2,1,0,1,1,0,0,Offline retail,Delivery apps,Boring/no variety,Below 1K,150-250,4,0,1,0,1,0,0,0,0,1,Yes definitely,Millet chips + cold brew,Meal bowl + green tea,Protein bowl + energy drink,Affordable pricing,Mood-based packaging,Yes - monthly,1-2 times/week,Definitely yes
MM0267,35-44,Female,Tier 2,Retired,50K-1L,Instagram/YouTube,Friend/family,More than 4 hours,Non-vegetarian,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,Offline retail,Brand's own app,Too unhealthy,3K-6K,Below 150,4,0,0,0,0,0,0,0,1,3,No - price matters,Comfort bowl + dessert,Meal bowl + green tea,Breakfast box + cold coffee,Healthy ingredients,Variety & regional flavours,Yes - weekly,1-2 times/week,Probably yes
MM0268,35-44,Female,Metro,Working professional,50K-1L,Friend/family,Google search,Less than 1 hour,Non-vegetarian,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,2,1,1,1,1,0,0,Offline retail,Quick commerce,Poor delivery,3K-6K,150-250,4,0,0,1,0,0,1,0,0,4,No - price matters,Comfort bowl + dessert,Office fuel + smoothie,Protein bowl + energy drink,Affordable pricing,Fast delivery,Maybe - depends on price,Few times/month,Probably yes
MM0269,25-34,Male,Tier 3,Working professional,50K-1L,Influencer reviews,Friend/family,More than 4 hours,Vegetarian,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,Quick commerce,Delivery apps,Too unhealthy,3K-6K,250-400,5,0,0,0,0,0,0,0,1,1,Yes definitely,Nothing,Breakfast box (brunch),Protein bowl + energy drink,Personalised recommendations,Variety & regional flavours,Maybe - depends on price,3-5 times/week,Probably yes
MM0270,25-34,Male,Rural,Freelancer,50K-1L,Influencer reviews,Delivery app suggestions,1-2 hours,Vegetarian,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,Offline retail,Delivery apps,Poor delivery,3K-6K,150-250,4,1,0,0,0,0,0,0,0,4,Yes definitely,Snack box + functional soda,Meal bowl + green tea,Millet bar + smoothie,Mood-based packaging,Affordable pricing,No - on demand,Rarely/unsure,Probably yes
